epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,3769.85,1.98916,1.54365,2.70653,0.96185,0.82515,0.92045,0.69951,1.95843,1.00658,2.6393,0.004588,0.004588,0.004588
84,3824.65,2.01624,1.5377,2.70139,0.95688,0.82464,0.92056,0.70221,1.9327,0.984,2.62168,0.004522,0.004522,0.004522
85,3881.67,1.98063,1.49378,2.68703,0.93183,0.84707,0.92048,0.69912,1.94607,0.99426,2.63611,0.004456,0.004456,0.004456
86,3934.92,1.98485,1.51394,2.68322,0.94451,0.85153,0.92362,0.70208,1.938,0.97427,2.63167,0.00439,0.00439,0.00439
87,3992.16,1.97324,1.48976,2.66873,0.94575,0.85517,0.92321,0.71124,1.88445,0.95721,2.58608,0.004324,0.004324,0.004324
88,4045.32,1.98845,1.49347,2.67311,0.93842,0.85422,0.92287,0.70697,1.8971,0.96821,2.59318,0.004258,0.004258,0.004258
89,4097.17,1.99743,1.48177,2.67309,0.94782,0.83949,0.9238,0.70849,1.90918,0.95391,2.5996,0.004192,0.004192,0.004192
90,4151.84,1.96152,1.47116,2.67921,0.9574,0.83522,0.9237,0.70821,1.88747,0.95844,2.59429,0.004126,0.004126,0.004126
91,4206.51,1.96385,1.48812,2.67888,0.93463,0.8582,0.9228,0.70758,1.8949,0.95009,2.59096,0.00406,0.00406,0.00406
92,4262.25,1.96713,1.45944,2.6515,0.94108,0.8566,0.92506,0.70426,1.94863,0.94463,2.61995,0.003994,0.003994,0.003994
93,4318.34,1.9586,1.48415,2.64549,0.93299,0.86327,0.92561,0.70164,1.95577,0.95044,2.62767,0.003928,0.003928,0.003928
94,4371.75,1.9368,1.43999,2.64274,0.95898,0.84656,0.92391,0.69779,1.97005,0.95563,2.63273,0.003862,0.003862,0.003862
95,4428.87,1.93321,1.44965,2.65659,0.94892,0.86279,0.92447,0.70197,1.93997,0.95093,2.62061,0.003796,0.003796,0.003796
96,4486.81,1.93181,1.45159,2.65201,0.94713,0.86193,0.92599,0.70357,1.91383,0.94144,2.60097,0.00373,0.00373,0.00373
97,4537.23,1.92789,1.43616,2.62745,0.94321,0.86422,0.92703,0.71028,1.8985,0.93481,2.58827,0.003664,0.003664,0.003664
98,4584.29,1.9312,1.43558,2.63905,0.94492,0.85826,0.92523,0.70755,1.88367,0.93925,2.58855,0.003598,0.003598,0.003598
99,4631.51,1.942,1.45338,2.63498,0.94878,0.85231,0.9265,0.70958,1.86963,0.93264,2.58217,0.003532,0.003532,0.003532
100,4679.35,1.93444,1.43329,2.64,0.94228,0.86337,0.92731,0.71488,1.8489,0.92469,2.57334,0.003466,0.003466,0.003466
101,4724.27,1.90628,1.40158,2.60955,0.93595,0.8702,0.92777,0.71675,1.83788,0.91219,2.55819,0.0034,0.0034,0.0034
102,4768.73,1.91108,1.42052,2.62402,0.94696,0.87232,0.93072,0.7212,1.80707,0.89011,2.54501,0.003334,0.003334,0.003334
103,4814.59,1.89305,1.39966,2.60529,0.94468,0.87327,0.92959,0.72185,1.79837,0.89516,2.53815,0.003268,0.003268,0.003268
104,4858.05,1.90872,1.40746,2.60692,0.94539,0.87433,0.92961,0.72165,1.81003,0.8935,2.54623,0.003202,0.003202,0.003202
105,4903.61,1.87768,1.39194,2.59197,0.96123,0.85993,0.92938,0.72469,1.79412,0.89214,2.53208,0.003136,0.003136,0.003136
106,4948.92,1.89517,1.38845,2.59383,0.95618,0.8628,0.93081,0.72227,1.81365,0.89095,2.54351,0.00307,0.00307,0.00307
107,4989.39,1.88585,1.38961,2.5971,0.95675,0.86416,0.93052,0.72189,1.82929,0.8974,2.54277,0.003004,0.003004,0.003004
108,5032.94,1.86659,1.37477,2.59731,0.96337,0.85565,0.92987,0.72142,1.82583,0.90017,2.54172,0.002938,0.002938,0.002938
109,5076.97,1.85236,1.36628,2.57743,0.96816,0.85183,0.92948,0.72138,1.81765,0.90144,2.53485,0.002872,0.002872,0.002872
110,5120.32,1.87795,1.37634,2.5843,0.95815,0.8616,0.92894,0.72131,1.81856,0.89808,2.53502,0.002806,0.002806,0.002806
111,5163.07,1.87843,1.35538,2.57774,0.95008,0.8647,0.92923,0.7212,1.83178,0.90796,2.54131,0.00274,0.00274,0.00274
112,5204.6,1.85665,1.35936,2.57948,0.95778,0.85377,0.92886,0.7228,1.81558,0.89937,2.52827,0.002674,0.002674,0.002674
113,5246.93,1.86157,1.37632,2.57073,0.94758,0.85993,0.92726,0.72141,1.80947,0.90342,2.5241,0.002608,0.002608,0.002608
114,5288.41,1.84346,1.34382,2.56386,0.94839,0.86136,0.92691,0.72194,1.80438,0.90213,2.52189,0.002542,0.002542,0.002542
115,5330.38,1.87288,1.35891,2.58815,0.94716,0.86136,0.92647,0.72207,1.78948,0.89567,2.51353,0.002476,0.002476,0.002476
116,5373.28,1.85441,1.32577,2.5732,0.95408,0.86327,0.92818,0.72442,1.78354,0.89506,2.50965,0.00241,0.00241,0.00241
117,5414.35,1.82897,1.32677,2.55955,0.97187,0.84755,0.92895,0.72651,1.77481,0.89188,2.5031,0.002344,0.002344,0.002344
118,5457.24,1.85558,1.33107,2.57144,0.95608,0.86279,0.92946,0.72593,1.77688,0.88862,2.5046,0.002278,0.002278,0.002278
119,5499.77,1.83966,1.34544,2.55171,0.96516,0.85374,0.9293,0.72253,1.79129,0.89018,2.5136,0.002212,0.002212,0.002212
120,5542.27,1.86125,1.33843,2.55405,0.95107,0.86232,0.92972,0.72485,1.78941,0.8882,2.51171,0.002146,0.002146,0.002146
121,5582.55,1.82141,1.30957,2.54278,0.94765,0.87097,0.92957,0.72431,1.79215,0.89629,2.51486,0.00208,0.00208,0.00208
122,5626.42,1.83521,1.32117,2.54882,0.94717,0.87122,0.92883,0.72447,1.79657,0.89947,2.51778,0.002014,0.002014,0.002014
123,5669.84,1.80929,1.30984,2.54494,0.95035,0.87041,0.92857,0.72414,1.80305,0.89799,2.5233,0.001948,0.001948,0.001948
124,5712.29,1.80267,1.30628,2.53756,0.94898,0.87232,0.92903,0.72552,1.79778,0.89084,2.51906,0.001882,0.001882,0.001882
125,5754.44,1.82836,1.31416,2.54993,0.95465,0.86946,0.9284,0.72615,1.79223,0.89039,2.51502,0.001816,0.001816,0.001816
126,5795.08,1.83999,1.33636,2.54825,0.95647,0.86894,0.92882,0.72586,1.79296,0.8853,2.51507,0.00175,0.00175,0.00175
127,5835.66,1.81844,1.29638,2.53926,0.95056,0.86899,0.92894,0.72631,1.79401,0.88575,2.51526,0.001684,0.001684,0.001684
128,5876.93,1.80712,1.28827,2.52679,0.95293,0.86809,0.92975,0.72673,1.78575,0.87957,2.50731,0.001618,0.001618,0.001618
129,5918.98,1.79151,1.28825,2.53704,0.95676,0.86443,0.93002,0.72794,1.78148,0.87776,2.50293,0.001552,0.001552,0.001552
130,5960.07,1.76656,1.26932,2.52057,0.95685,0.86517,0.93063,0.72868,1.77983,0.8756,2.50272,0.001486,0.001486,0.001486
131,6000.51,1.78671,1.27878,2.52222,0.9559,0.86754,0.92928,0.72736,1.78306,0.87773,2.50533,0.00142,0.00142,0.00142
132,6044.05,1.76544,1.2586,2.51403,0.95661,0.87041,0.92975,0.72733,1.78015,0.87434,2.5038,0.001354,0.001354,0.001354
133,6083.31,1.78666,1.28955,2.51799,0.95653,0.86946,0.92937,0.72868,1.7753,0.86889,2.49962,0.001288,0.001288,0.001288
134,6123.61,1.75223,1.26357,2.50801,0.96004,0.8699,0.93019,0.72978,1.77415,0.86508,2.4992,0.001222,0.001222,0.001222
135,6162.89,1.77182,1.27534,2.50764,0.96346,0.8667,0.93058,0.73116,1.76263,0.86275,2.4903,0.001156,0.001156,0.001156
136,6203.19,1.76554,1.26262,2.50272,0.96197,0.8666,0.93019,0.73218,1.75726,0.86157,2.48607,0.00109,0.00109,0.00109
137,6244.56,1.74754,1.25089,2.48943,0.96602,0.86676,0.93057,0.73352,1.75443,0.85656,2.48376,0.001024,0.001024,0.001024
138,6285.8,1.74598,1.25054,2.49664,0.96387,0.86708,0.93141,0.73401,1.75118,0.85643,2.48031,0.000958,0.000958,0.000958
139,6328.76,1.74642,1.25311,2.48909,0.9601,0.86851,0.93145,0.73508,1.74687,0.85573,2.47699,0.000892,0.000892,0.000892
140,6368.29,1.73427,1.24664,2.47534,0.9572,0.86994,0.93108,0.73534,1.74236,0.85269,2.47469,0.000826,0.000826,0.000826
141,6413.19,1.60693,1.00032,2.43912,0.9605,0.8689,0.93117,0.73632,1.73947,0.84884,2.4746,0.00076,0.00076,0.00076
142,6452.73,1.5814,0.97273,2.41794,0.95896,0.86824,0.93079,0.73618,1.73815,0.84993,2.47387,0.000694,0.000694,0.000694
143,6490.54,1.55846,0.96377,2.41263,0.95803,0.86708,0.93079,0.73554,1.73631,0.85267,2.4728,0.000628,0.000628,0.000628
144,6528.49,1.53904,0.94003,2.39767,0.96221,0.86089,0.93046,0.73508,1.73773,0.8526,2.47382,0.000562,0.000562,0.000562
145,6566.97,1.53405,0.93547,2.39456,0.962,0.86232,0.93039,0.73521,1.73637,0.85281,2.47358,0.000496,0.000496,0.000496
146,6606.67,1.52879,0.94309,2.38948,0.96326,0.86089,0.92984,0.7352,1.7374,0.85214,2.47469,0.00043,0.00043,0.00043
147,6648.01,1.53339,0.92602,2.39076,0.96286,0.86446,0.92989,0.73519,1.73587,0.85465,2.47409,0.000364,0.000364,0.000364
148,6686.22,1.50583,0.9181,2.38305,0.96171,0.86136,0.93,0.7349,1.73639,0.85623,2.47511,0.000298,0.000298,0.000298
149,6724.58,1.50915,0.91874,2.36024,0.96475,0.86051,0.93043,0.73487,1.73683,0.85318,2.47534,0.000232,0.000232,0.000232
150,6764.64,1.48721,0.91335,2.36297,0.96269,0.86053,0.93036,0.7345,1.73693,0.85273,2.47558,0.000166,0.000166,0.000166
