epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,482.573,2.94053,2.91847,3.50474,0.75086,0.62677,0.70421,0.35905,3.40381,2.31103,3.98487,0.0017888,0.0017888,0.0017888
18,518.264,2.9078,2.85472,3.4959,0.75816,0.62701,0.72576,0.37375,3.33666,2.21295,3.93661,0.0017756,0.0017756,0.0017756
19,550.119,2.88339,2.78171,3.46008,0.82863,0.63197,0.73412,0.35986,3.46677,2.04637,3.99929,0.0017624,0.0017624,0.0017624
20,585.03,2.87181,2.77213,3.43557,0.77097,0.63717,0.72987,0.35401,3.462,2.18365,4.09448,0.0017492,0.0017492,0.0017492
21,622.522,2.83255,2.72977,3.39512,0.81259,0.63184,0.7377,0.32041,3.65723,2.20735,4.26281,0.001736,0.001736,0.001736
22,657.947,2.79443,2.66453,3.38509,0.79197,0.64818,0.74275,0.40727,3.16762,1.98764,3.70668,0.0017228,0.0017228,0.0017228
23,694.228,2.79434,2.63398,3.3525,0.79076,0.64346,0.74628,0.4268,3.01464,1.94957,3.61454,0.0017096,0.0017096,0.0017096
24,733.404,2.74921,2.63104,3.35066,0.80493,0.67435,0.7699,0.38361,3.32232,1.96932,3.9015,0.0016964,0.0016964,0.0016964
25,773.344,2.71156,2.55807,3.30374,0.76586,0.66097,0.75441,0.4132,3.15095,2.06415,3.66606,0.0016832,0.0016832,0.0016832
26,810.226,2.72114,2.55698,3.29557,0.82502,0.65502,0.77106,0.47674,2.81499,1.78437,3.3824,0.00167,0.00167,0.00167
27,852.103,2.68118,2.54023,3.28318,0.82188,0.66899,0.77805,0.44199,3.07989,1.88172,3.62797,0.0016568,0.0016568,0.0016568
28,892.056,2.68365,2.47387,3.24974,0.80126,0.66022,0.76111,0.40372,3.18068,1.93673,3.76542,0.0016436,0.0016436,0.0016436
29,929.825,2.71102,2.50346,3.27282,0.82588,0.67709,0.77127,0.43536,2.99876,1.93018,3.58513,0.0016304,0.0016304,0.0016304
30,968.818,2.66486,2.46206,3.25112,0.82387,0.6803,0.77828,0.46087,2.91763,1.85051,3.5372,0.0016172,0.0016172,0.0016172
31,1005.3,2.62866,2.42339,3.2231,0.80313,0.69156,0.77428,0.44514,3.0092,1.76227,3.56812,0.001604,0.001604,0.001604
32,1043.25,2.60828,2.39432,3.21538,0.85159,0.66097,0.77761,0.39994,3.24025,1.85296,3.82968,0.0015908,0.0015908,0.0015908
33,1080.38,2.6261,2.38735,3.22438,0.81424,0.68401,0.77625,0.46319,2.88919,1.73312,3.47666,0.0015776,0.0015776,0.0015776
34,1117.56,2.61494,2.35119,3.17976,0.806,0.68625,0.77859,0.47761,2.83189,1.78161,3.44577,0.0015644,0.0015644,0.0015644
35,1156.43,2.59605,2.36205,3.18154,0.87806,0.6853,0.79394,0.44066,3.05531,1.73511,3.67898,0.0015512,0.0015512,0.0015512
36,1195.57,2.57539,2.33431,3.15871,0.81187,0.71004,0.79838,0.50134,2.67281,1.69215,3.28831,0.001538,0.001538,0.001538
37,1233.7,2.55355,2.28506,3.14478,0.85745,0.67085,0.78485,0.50197,2.60473,1.5838,3.22457,0.0015248,0.0015248,0.0015248
38,1271.84,2.60949,2.33397,3.16851,0.86036,0.69591,0.80377,0.49257,2.78852,1.62438,3.3635,0.0015116,0.0015116,0.0015116
39,1304.13,2.51837,2.26841,3.1275,0.82731,0.70781,0.80346,0.49296,2.71181,1.73057,3.31846,0.0014984,0.0014984,0.0014984
40,1338.83,2.56196,2.27208,3.11746,0.82546,0.71375,0.80506,0.48715,2.79547,1.71973,3.37278,0.0014852,0.0014852,0.0014852
41,1375.83,2.52706,2.23682,3.10285,0.85938,0.7145,0.8096,0.49763,2.75478,1.63168,3.33525,0.001472,0.001472,0.001472
42,1417.34,2.53038,2.2221,3.10869,0.83875,0.70632,0.79637,0.48976,2.74912,1.6265,3.33232,0.0014588,0.0014588,0.0014588
43,1454.5,2.51473,2.22684,3.09102,0.84337,0.69657,0.79997,0.49662,2.74844,1.63808,3.29969,0.0014456,0.0014456,0.0014456
44,1493.17,2.47882,2.1476,3.06726,0.85798,0.71415,0.81321,0.49486,2.80323,1.58956,3.37413,0.0014324,0.0014324,0.0014324
45,1531.79,2.48315,2.19765,3.05078,0.86706,0.69591,0.80333,0.50193,2.7737,1.57028,3.32737,0.0014192,0.0014192,0.0014192
46,1568.69,2.44133,2.15509,3.03754,0.86104,0.7026,0.8066,0.53441,2.56611,1.58605,3.15506,0.001406,0.001406,0.001406
47,1602.34,2.42772,2.12158,3.03507,0.90957,0.70293,0.81708,0.53271,2.59181,1.5247,3.20014,0.0013928,0.0013928,0.0013928
48,1637.97,2.47633,2.12671,3.02275,0.87707,0.72119,0.82567,0.5292,2.61514,1.49715,3.19371,0.0013796,0.0013796,0.0013796
49,1677.46,2.41647,2.09402,3.00567,0.86043,0.71047,0.81677,0.52369,2.66485,1.54496,3.24881,0.0013664,0.0013664,0.0013664
50,1715.81,2.45853,2.12089,3.00909,0.85785,0.71673,0.82017,0.518,2.66838,1.56494,3.26029,0.0013532,0.0013532,0.0013532
51,1753.61,2.38995,2.0618,2.98657,0.89257,0.73309,0.83212,0.5199,2.66316,1.4845,3.2383,0.00134,0.00134,0.00134
52,1792.33,2.41974,2.06641,2.99707,0.90266,0.7145,0.82452,0.51827,2.70538,1.50044,3.26887,0.0013268,0.0013268,0.0013268
53,1830.92,2.38269,2.02681,2.99093,0.87292,0.74566,0.83336,0.52982,2.6691,1.49294,3.23572,0.0013136,0.0013136,0.0013136
54,1868.65,2.433,2.1145,3.00341,0.8516,0.75985,0.83549,0.53667,2.59016,1.49525,3.1752,0.0013004,0.0013004,0.0013004
55,1905.89,2.39214,2.05481,2.97695,0.83465,0.74944,0.83643,0.53967,2.62023,1.46802,3.18044,0.0012872,0.0012872,0.0012872
56,1940.43,2.39118,2.03335,2.97868,0.8648,0.73309,0.82375,0.54008,2.52797,1.47353,3.10829,0.001274,0.001274,0.001274
57,1979.03,2.38214,2.02659,2.95626,0.89484,0.72491,0.83002,0.53705,2.58363,1.45346,3.13133,0.0012608,0.0012608,0.0012608
58,2018.78,2.35624,2.02988,2.95131,0.89861,0.73086,0.83806,0.57144,2.40599,1.41574,2.99542,0.0012476,0.0012476,0.0012476
59,2056.36,2.35445,1.99744,2.94973,0.86708,0.73235,0.84043,0.5656,2.45514,1.42842,3.0347,0.0012344,0.0012344,0.0012344
60,2095.15,2.3716,2.00332,2.95024,0.89592,0.73598,0.85521,0.5752,2.48227,1.42243,3.07691,0.0012212,0.0012212,0.0012212
61,2133.06,2.33635,1.96127,2.93455,0.90647,0.72193,0.83366,0.54241,2.57812,1.38908,3.13519,0.001208,0.001208,0.001208
62,2171.46,2.32847,1.95272,2.90996,0.87511,0.73606,0.83591,0.55805,2.50454,1.42612,3.06691,0.0011948,0.0011948,0.0011948
63,2204.71,2.33947,1.96266,2.93862,0.90801,0.74119,0.85037,0.56351,2.48046,1.37102,3.04909,0.0011816,0.0011816,0.0011816
64,2243.7,2.3171,1.93473,2.90152,0.88754,0.75465,0.85437,0.53575,2.6677,1.45978,3.20163,0.0011684,0.0011684,0.0011684
65,2282.49,2.29914,1.92216,2.89611,0.93373,0.73332,0.8509,0.56856,2.50192,1.36765,3.05107,0.0011552,0.0011552,0.0011552
66,2320.96,2.31013,1.91637,2.90074,0.91562,0.75029,0.85405,0.55745,2.54706,1.3827,3.09354,0.001142,0.001142,0.001142
67,2358.79,2.3177,1.92482,2.89805,0.88748,0.75539,0.85106,0.55519,2.57519,1.41297,3.1362,0.0011288,0.0011288,0.0011288
68,2394.01,2.28328,1.8817,2.89144,0.90771,0.76059,0.8622,0.58336,2.38813,1.34806,2.94595,0.0011156,0.0011156,0.0011156
69,2431.44,2.28782,1.88076,2.86806,0.87486,0.77249,0.85724,0.55499,2.51422,1.42114,3.07151,0.0011024,0.0011024,0.0011024
70,2470.83,2.31014,1.9143,2.87688,0.91081,0.7539,0.86229,0.58968,2.37988,1.35308,2.94289,0.0010892,0.0010892,0.0010892
71,2510.13,2.26221,1.87868,2.88389,0.89307,0.75911,0.85838,0.57063,2.50306,1.39364,3.05759,0.001076,0.001076,0.001076
72,2551.95,2.27786,1.87282,2.85723,0.90997,0.74721,0.85764,0.55997,2.52969,1.36996,3.07472,0.0010628,0.0010628,0.0010628
73,2592.59,2.28781,1.87927,2.86836,0.91218,0.75679,0.85974,0.57878,2.4176,1.34974,2.97326,0.0010496,0.0010496,0.0010496
74,2627.9,2.28362,1.85403,2.85975,0.91833,0.76081,0.85522,0.56659,2.44895,1.37851,3.04284,0.0010364,0.0010364,0.0010364
75,2668.83,2.29078,1.84794,2.87097,0.92778,0.74506,0.85368,0.59004,2.329,1.31426,2.91779,0.0010232,0.0010232,0.0010232
76,2705.43,2.28128,1.86718,2.86349,0.91057,0.74796,0.85499,0.57852,2.35521,1.34138,2.92541,0.00101,0.00101,0.00101
77,2745.16,2.25867,1.81162,2.8366,0.91546,0.7539,0.86187,0.58882,2.32887,1.31835,2.88524,0.0009968,0.0009968,0.0009968
78,2783.76,2.26908,1.85304,2.83585,0.91557,0.76283,0.86215,0.57189,2.46797,1.34458,3.03442,0.0009836,0.0009836,0.0009836
79,2821.6,2.23229,1.80163,2.8262,0.91753,0.76283,0.8602,0.59551,2.34446,1.31197,2.90532,0.0009704,0.0009704,0.0009704
80,2858.7,2.209,1.78105,2.83193,0.91625,0.75688,0.85066,0.58294,2.32871,1.36905,2.9092,0.0009572,0.0009572,0.0009572
81,2896.85,2.21303,1.78468,2.80788,0.89563,0.76729,0.86243,0.57591,2.43729,1.33264,3.00366,0.000944,0.000944,0.000944
82,2935.88,2.21939,1.79518,2.81276,0.91133,0.7641,0.86351,0.58941,2.40527,1.32867,2.94709,0.0009308,0.0009308,0.0009308
83,2974.33,2.20058,1.77638,2.81713,0.90429,0.75865,0.86527,0.57118,2.48489,1.33749,3.01919,0.0009176,0.0009176,0.0009176
84,3010.85,2.20985,1.77682,2.82919,0.90837,0.75181,0.86608,0.59308,2.38032,1.33964,2.9312,0.0009044,0.0009044,0.0009044
85,3052.6,2.21194,1.77906,2.8018,0.89172,0.7881,0.88019,0.61138,2.33483,1.30642,2.88272,0.0008912,0.0008912,0.0008912
86,3091.42,2.20954,1.76556,2.81207,0.91746,0.77472,0.87156,0.59766,2.38221,1.2931,2.91674,0.000878,0.000878,0.000878
87,3128.53,2.17651,1.74759,2.79727,0.91826,0.75911,0.87415,0.61284,2.2702,1.28874,2.82579,0.0008648,0.0008648,0.0008648
88,3167.57,2.19028,1.75625,2.7973,0.92968,0.76666,0.88036,0.60806,2.33424,1.27675,2.88505,0.0008516,0.0008516,0.0008516
89,3209.71,2.19287,1.74422,2.78131,0.93103,0.77323,0.88334,0.60585,2.34383,1.27093,2.88719,0.0008384,0.0008384,0.0008384
90,3243.77,2.18664,1.73861,2.78343,0.923,0.75093,0.87217,0.60709,2.28977,1.30697,2.86939,0.0008252,0.0008252,0.0008252
91,3280.05,2.18363,1.74373,2.77289,0.91324,0.76877,0.87805,0.60677,2.32749,1.29692,2.89234,0.000812,0.000812,0.000812
92,3316.19,2.19404,1.7442,2.78091,0.90865,0.78959,0.88112,0.61889,2.23174,1.28435,2.82662,0.0007988,0.0007988,0.0007988
93,3357.98,2.19348,1.73625,2.77434,0.92628,0.8,0.88891,0.61767,2.27911,1.23954,2.83912,0.0007856,0.0007856,0.0007856
94,3396.91,2.14991,1.7409,2.76635,0.88374,0.78216,0.87345,0.59626,2.33559,1.31755,2.90085,0.0007724,0.0007724,0.0007724
95,3438.89,2.18122,1.72288,2.77024,0.91081,0.77442,0.8829,0.61085,2.28582,1.26752,2.88455,0.0007592,0.0007592,0.0007592
96,3482.35,2.15472,1.72141,2.77025,0.89643,0.79795,0.88512,0.61486,2.29781,1.26246,2.86087,0.000746,0.000746,0.000746
97,3526.25,2.14991,1.70438,2.7602,0.90118,0.78364,0.87992,0.61259,2.31126,1.2728,2.8722,0.0007328,0.0007328,0.0007328
98,3565.06,2.12029,1.69714,2.73929,0.91281,0.79703,0.88662,0.61083,2.33822,1.26683,2.90498,0.0007196,0.0007196,0.0007196
99,3609.21,2.15042,1.68973,2.75795,0.91894,0.77918,0.88614,0.62348,2.25672,1.23905,2.83677,0.0007064,0.0007064,0.0007064
100,3649.86,2.13309,1.671,2.72946,0.87599,0.79304,0.87497,0.61827,2.21825,1.26009,2.80332,0.0006932,0.0006932,0.0006932
101,3685.49,2.11512,1.66824,2.73164,0.87335,0.7948,0.87276,0.61367,2.24625,1.28948,2.82449,0.00068,0.00068,0.00068
102,3725.59,2.12502,1.67556,2.74577,0.89136,0.7948,0.88047,0.62047,2.24221,1.25943,2.83519,0.0006668,0.0006668,0.0006668
103,3767.88,2.14807,1.68777,2.74475,0.88898,0.80373,0.8821,0.61468,2.2841,1.25416,2.85719,0.0006536,0.0006536,0.0006536
104,3810.19,2.13905,1.67067,2.7222,0.91402,0.77461,0.8792,0.62413,2.21359,1.24065,2.79527,0.0006404,0.0006404,0.0006404
105,3854.98,2.13334,1.68672,2.73431,0.90908,0.79033,0.88528,0.61565,2.29973,1.24377,2.84684,0.0006272,0.0006272,0.0006272
106,3895.5,2.13248,1.67624,2.72954,0.90121,0.79353,0.88618,0.61779,2.29077,1.24346,2.84739,0.000614,0.000614,0.000614
107,3937.95,2.11068,1.65703,2.73074,0.91799,0.771,0.8826,0.62452,2.20452,1.26701,2.80122,0.0006008,0.0006008,0.0006008
108,3980.58,2.09915,1.62894,2.71568,0.87521,0.80822,0.88556,0.61688,2.26319,1.23015,2.83392,0.0005876,0.0005876,0.0005876
109,4022.31,2.13172,1.65076,2.72367,0.94555,0.77462,0.89274,0.62453,2.26988,1.22179,2.82652,0.0005744,0.0005744,0.0005744
110,4066.37,2.06226,1.61446,2.70351,0.9425,0.77175,0.88965,0.62974,2.23486,1.22267,2.81248,0.0005612,0.0005612,0.0005612
111,4106.15,2.10765,1.64179,2.71107,0.93159,0.771,0.88842,0.61843,2.29279,1.22925,2.8475,0.000548,0.000548,0.000548
112,4143.98,2.0943,1.64773,2.71155,0.93944,0.77277,0.8863,0.61668,2.2895,1.23145,2.85751,0.0005348,0.0005348,0.0005348
113,4187.48,2.09266,1.63249,2.70315,0.91813,0.79208,0.89295,0.61876,2.29056,1.22692,2.85267,0.0005216,0.0005216,0.0005216
114,4231.01,2.07775,1.61614,2.69605,0.90378,0.80074,0.89264,0.62553,2.26936,1.21838,2.84319,0.0005084,0.0005084,0.0005084
115,4272.18,2.06807,1.60724,2.68856,0.93645,0.78881,0.89159,0.63611,2.20194,1.19695,2.79054,0.0004952,0.0004952,0.0004952
116,4313.84,2.06982,1.62016,2.69323,0.92836,0.79966,0.89369,0.63725,2.197,1.20305,2.78409,0.000482,0.000482,0.000482
117,4352.82,2.0614,1.6004,2.68611,0.93859,0.7955,0.8974,0.62892,2.25814,1.19974,2.83097,0.0004688,0.0004688,0.0004688
118,4392.41,2.06457,1.59039,2.68011,0.92494,0.81487,0.90052,0.63118,2.24478,1.20022,2.80085,0.0004556,0.0004556,0.0004556
119,4434.74,2.06169,1.61642,2.68278,0.94265,0.79439,0.89744,0.63642,2.21982,1.1915,2.78093,0.0004424,0.0004424,0.0004424
120,4476.13,2.02915,1.5725,2.66968,0.92063,0.81067,0.89714,0.64281,2.16979,1.17959,2.74816,0.0004292,0.0004292,0.0004292
121,4516.1,2.064,1.58173,2.66632,0.93622,0.79675,0.89514,0.63481,2.20297,1.18022,2.77375,0.000416,0.000416,0.000416
122,4554.61,2.00035,1.56503,2.65546,0.93933,0.79851,0.89622,0.63944,2.19987,1.17264,2.77211,0.0004028,0.0004028,0.0004028
123,4595.19,2.05299,1.59117,2.66833,0.94258,0.80556,0.89893,0.64396,2.19474,1.17924,2.76812,0.0003896,0.0003896,0.0003896
124,4635.53,2.05326,1.566,2.6528,0.94016,0.80602,0.89502,0.6444,2.1832,1.1834,2.75288,0.0003764,0.0003764,0.0003764
125,4674.52,2.02975,1.56546,2.67512,0.94149,0.80297,0.8966,0.64182,2.21883,1.17493,2.78416,0.0003632,0.0003632,0.0003632
126,4713.18,2.0558,1.56732,2.66988,0.9372,0.80595,0.89785,0.64162,2.19481,1.19602,2.76977,0.00035,0.00035,0.00035
127,4751.99,2.05412,1.5732,2.66125,0.94804,0.79777,0.89816,0.63758,2.1926,1.19352,2.7792,0.0003368,0.0003368,0.0003368
128,4790.6,2.05741,1.57247,2.66166,0.93057,0.80716,0.89943,0.64316,2.18305,1.18442,2.78077,0.0003236,0.0003236,0.0003236
129,4836.9,2.02699,1.56222,2.65765,0.9203,0.81487,0.89867,0.64406,2.19196,1.17457,2.78251,0.0003104,0.0003104,0.0003104
130,4878.44,2.01182,1.54412,2.64748,0.94823,0.78979,0.89737,0.63996,2.20325,1.18642,2.78001,0.0002972,0.0002972,0.0002972
131,4919.61,2.02093,1.56001,2.65506,0.94642,0.8,0.90017,0.64368,2.18966,1.1555,2.76789,0.000284,0.000284,0.000284
132,4961.79,2.01368,1.54765,2.64618,0.93904,0.80297,0.89964,0.64407,2.1937,1.16302,2.76998,0.0002708,0.0002708,0.0002708
133,5000.75,1.99282,1.54342,2.64097,0.94376,0.80595,0.89957,0.64266,2.198,1.15589,2.77447,0.0002576,0.0002576,0.0002576
134,5039.16,1.98772,1.50299,2.62902,0.92206,0.81806,0.90108,0.64004,2.203,1.16292,2.77233,0.0002444,0.0002444,0.0002444
135,5080.45,2.01241,1.53461,2.63515,0.94337,0.80507,0.90211,0.64138,2.20658,1.16755,2.78053,0.0002312,0.0002312,0.0002312
136,5117.05,1.97796,1.51384,2.62836,0.95485,0.79851,0.90397,0.64582,2.19046,1.16028,2.77093,0.000218,0.000218,0.000218
137,5158.53,2.01981,1.54398,2.63888,0.93173,0.81338,0.90173,0.64513,2.19791,1.16408,2.78529,0.0002048,0.0002048,0.0002048
138,5197.32,1.97066,1.51789,2.63841,0.93066,0.81413,0.90091,0.64534,2.20397,1.1574,2.78845,0.0001916,0.0001916,0.0001916
139,5234.07,2.01022,1.53622,2.64066,0.93795,0.80967,0.90099,0.64816,2.17799,1.1591,2.77001,0.0001784,0.0001784,0.0001784
140,5270.43,1.98096,1.51238,2.62574,0.92759,0.81911,0.90046,0.64889,2.16469,1.15435,2.76202,0.0001652,0.0001652,0.0001652
141,5308.65,1.89562,1.31893,2.60628,0.93302,0.82528,0.90307,0.64467,2.17125,1.14288,2.76957,0.000152,0.000152,0.000152
142,5349.26,1.8619,1.25513,2.56325,0.94598,0.81413,0.90272,0.64328,2.17739,1.13609,2.77872,0.0001388,0.0001388,0.0001388
143,5389.56,1.83951,1.23847,2.56702,0.94406,0.80306,0.90047,0.64629,2.14955,1.14222,2.75925,0.0001256,0.0001256,0.0001256
144,5429.43,1.83983,1.22893,2.56753,0.94398,0.81041,0.90077,0.64998,2.14683,1.1328,2.75825,0.0001124,0.0001124,0.0001124
145,5468.64,1.8029,1.1898,2.53054,0.94975,0.80372,0.89996,0.64901,2.16155,1.1369,2.76907,9.92e-05,9.92e-05,9.92e-05
146,5502.64,1.8144,1.19479,2.52983,0.94665,0.80472,0.90031,0.6477,2.15744,1.142,2.76603,8.6e-05,8.6e-05,8.6e-05
147,5535.55,1.81612,1.1915,2.52863,0.94585,0.80818,0.89961,0.64676,2.15557,1.13753,2.76661,7.28e-05,7.28e-05,7.28e-05
148,5570.92,1.80252,1.19343,2.52097,0.94781,0.8119,0.90046,0.64803,2.15351,1.13844,2.76524,5.96e-05,5.96e-05,5.96e-05
149,5605.94,1.78253,1.18939,2.52702,0.94404,0.81525,0.90013,0.64981,2.15114,1.14318,2.76222,4.64e-05,4.64e-05,4.64e-05
150,5638.79,1.80119,1.1772,2.51725,0.9462,0.8119,0.89969,0.65151,2.14101,1.14748,2.75557,3.32e-05,3.32e-05,3.32e-05
